station_name,lines,station_id,lat,lon,source,source_url,extracted_on,line_count,is_transfer,degree
华南城,城郊线,ZZS_4db99ddb57,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
华南城东,城郊线,ZZS_6e6f33dc37,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
华南城西,城郊线,ZZS_21e3ae133c,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
南三环,2号线,ZZS_02cf3e4cf5,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
南五里堡,2号线|5号线,ZZS_20262a52f0,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
南四环,2号线|城郊线,ZZS_54adf32b6c,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,2
南岗刘,7号线,ZZS_6cce175bd4,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,1
南流,8号线,ZZS_8e500de2da,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
南环公园,7号线,ZZS_8a189aa278,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
南阳新村,3号线,ZZS_44eab6c022,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
博学路,12号线|1号线,ZZS_bf7f2bfbd0,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
博览中心,3号线|6号线,ZZS_ba70aa715e,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
卧龙岗,6号线,ZZS_5d76a54f7e,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
双庙李,郑许线,ZZS_f8022f5ac8,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
双湖大道,城郊线,ZZS_63fa0eb855,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
双鹤湖,郑许线,ZZS_34a20fb268,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
双鹤湖北,郑许线,ZZS_7af2d857e7,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
双鹤湖南,郑许线,ZZS_34069e58e5,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
司赵,3号线,ZZS_05d97db6f2,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
同乐,3号线|8号线,ZZS_973f67bf8a,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
后河芦,5号线,ZZS_c94675c30b,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
商鼎路,4号线,ZZS_06c5d1c11c,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
圃田,8号线,ZZS_183636a902,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
圃田西,3号线|8号线,ZZS_b5c4192440,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
城东南路,5号线,ZZS_1246e07d02,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
大周,郑许线,ZZS_8a7aa5c8f9,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
大学中路,6号线|7号线,ZZS_388ac52a0a,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
大学科技园,8号线,ZZS_14975bb40b,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
大石桥,3号线|7号线,ZZS_c8f4a267a6,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
天健湖,8号线,ZZS_2696ac305b,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,1
奥体中心,14号线|6号线,ZZS_5479c586b4,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
奥体中心西,6号线,ZZS_7af1d05702,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
姚庄,4号线,ZZS_1e911360df,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
姚砦,5号线|6号线,ZZS_cb2e15cfa0,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
孟庄,城郊线,ZZS_d0e428cc6b,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
安宁路,6号线,ZZS_e6a9c90243,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
小乔,城郊线,ZZS_5ce22f5450,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
小营,6号线|8号线,ZZS_1f9e3949c9,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
嵩淮,6号线,ZZS_d657129917,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
市中心医院,10号线|5号线,ZZS_136c32a256,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
市体育中心,1号线,ZZS_cc61daaced,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
市委党校,10号线|14号线,ZZS_f453749a84,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
市民中心,1号线,ZZS_d61a964e41,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
市民大道,14号线,ZZS_e37b46cf08,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
市第二人民医院,5号线|7号线,ZZS_5dc87121c2,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
市骨科医院,7号线,ZZS_5649ff9c65,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
常庄,6号线,ZZS_9e03ca5f4c,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
庙王,10号线,ZZS_6497dca4fb,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
康宁街,5号线,ZZS_20dcf363fc,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
康平湖,城郊线,ZZS_1d568209e2,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
张家村,4号线|7号线,ZZS_eca427650a,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
恩平湖,城郊线,ZZS_3e49b8e765,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
惠济区政府,2号线,ZZS_72de4f5f66,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
文体中心,郑许线,ZZS_1f7dc8a65a,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
文苑北路,1号线,ZZS_6c89efbe2c,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
新郑机场,城郊线|郑许线,ZZS_9a0290117b,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
月季公园,5号线,ZZS_ae7cc361da,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
机场东,城郊线,ZZS_a4bd95d57e,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
李商隐公园,10号线,ZZS_193238e3af,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
李江沟,6号线,ZZS_c684a04cd3,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
李江路,7号线,ZZS_d5ccc1f8fe,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
李湖桥,8号线,ZZS_2dccccd192,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
杨君刘,4号线,ZZS_95fb90b688,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
果树所,4号线,ZZS_93f56b73b3,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
枣园,郑许线,ZZS_ebaef5d27b,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
枣庄,8号线,ZZS_1798713287,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
柳林,2号线,ZZS_bdc2a71da9,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
柳湖,10号线,ZZS_5925b9eaa7,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
桐淮,5号线|6号线,ZZS_c720567666,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
梧桐街,1号线,ZZS_ae1b2afcad,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
森林公园北,4号线,ZZS_55f9aea406,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
毛庄,2号线,ZZS_1a5721a427,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
民航路,1号线,ZZS_ff2a277828,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
永和路,郑许线,ZZS_f158b4d09f,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
沙口路,5号线,ZZS_deb2edc4a2,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
沙窝李,城郊线,ZZS_afdeac8ac7,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
沙门,2号线|4号线,ZZS_90c4ce1eb7,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
河南大学新区,1号线,ZZS_5d37b2006d,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,1
河南工业大学,1号线,ZZS_aed2ee7bb7,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,1
河南建院,6号线,ZZS_be7c73e65a,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
洞林寺,6号线,ZZS_77acb25c9b,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
洞林湖,6号线,ZZS_eab04601b0,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
洵美路,郑许线,ZZS_8fd42d1a04,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
海滩寺,3号线|5号线,ZZS_31a002aa03,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
清华附中,4号线|6号线,ZZS_ccf9ac5267,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,3
港区会展,城郊线,ZZS_3258f191b1,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
港区北,城郊线|郑许线,ZZS_4c088f0629,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
滨河新城,3号线,ZZS_c5943bbf34,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
滨河新城南,3号线,ZZS_e9c14949ec,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,1
潮河,3号线,ZZS_ef6263ba13,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
火车头体育场,6号线,ZZS_20d2a84fd8,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
燕庄,1号线|6号线,ZZS_38180914a0,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
王砦,3号线,ZZS_662c95b759,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
王胡寨,7号线,ZZS_96226bcc6f,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
电气谷,郑许线,ZZS_102923cded,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
畅和街,8号线,ZZS_d42cc93ba3,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
白庙,7号线|8号线,ZZS_d86aaedd03,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
省中医院,8号线,ZZS_479fe26d80,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
省人民医院,5号线,ZZS_9d8185e03c,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
省体育中心,3号线|4号线,ZZS_6605be2a4e,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,3
省社科院,8号线,ZZS_8613b32067,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
省骨科医院,3号线|5号线,ZZS_a3cc0229f4,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
碧沙岗,1号线,ZZS_00f55fa149,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
祥营,8号线,ZZS_4b22562d02,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
祭城,5号线,ZZS_386438745b,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
福塔东,5号线,ZZS_14efbdcc1b,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
福泽路,8号线,ZZS_92917e47af,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
秦岭路,1号线,ZZS_89f2ce9b1d,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
站马屯,2号线,ZZS_9660c27c11,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
紫荆山,1号线|2号线,ZZS_a14df2d44f,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
经北二路,5号线,ZZS_2db8e2eabe,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
经开中心广场,5号线,ZZS_c995bf7092,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
综合保税区,城郊线,ZZS_2b74f7ecc4,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
绿博园,8号线,ZZS_69db9cfc46,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
绿城广场,10号线|1号线,ZZS_3813354d55,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,3
翱翔路,郑许线,ZZS_5d8826907f,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
老鸦陈,4号线,ZZS_047175b6e2,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,1
航海广场,5号线,ZZS_f095e9678f,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
芙蓉湖,郑许线,ZZS_74b7b3e8db,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
花寨,2号线,ZZS_9f383e1427,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
苑陵故城西,郑许线,ZZS_0f8adc1496,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
莲湖,14号线,ZZS_311ece53d8,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,1
营岗,3号线,ZZS_5563728074,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
葛天源,郑许线,ZZS_b07727d50b,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
西三环,1号线,ZZS_881a48e5bb,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
西周,12号线|3号线,ZZS_a9af1749e0,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
西大街,3号线,ZZS_1371fabdab,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
西流湖,1号线,ZZS_e67ffc082e,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
西流湖公园南,10号线,ZZS_6f9fa1c519,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
许昌东,郑许线,ZZS_559f31d846,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,1
货站街,4号线,ZZS_90de6fab35,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
贾峪,6号线,ZZS_2f6e9b8cad,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,1
贾河,2号线,ZZS_c180efc575,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,1
轻工业大学,8号线,ZZS_d9b30933bc,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
通泰路,3号线,ZZS_6a0a21f658,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
遵大路,郑许线,ZZS_721efabad4,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
郎庄,4号线,ZZS_184971fb41,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,1
郑大一附院,7号线,ZZS_7cc440f48e,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
郑大一附院东区,8号线,ZZS_53800581f9,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
郑大科技园,1号线,ZZS_b37a0bcf35,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
郑州一中,10号线,ZZS_8b4f322227,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
郑州东站,12号线|1号线|5号线|8号线,ZZS_ff6940526d,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,4,1,8
郑州东站东广场,12号线,ZZS_9b58e62d57,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
郑州人民医院,5号线|7号线,ZZS_5b6c4f8186,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
郑州大学,1号线|8号线,ZZS_e4b35b2f4d,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,4
郑州文庙,3号线,ZZS_13fc13c558,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
郑州火车站,10号线|1号线,ZZS_90196f31d6,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,2
郑州航空港站,城郊线,ZZS_eef68bcc4f,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,1
郑州西站,10号线,ZZS_9d546847d5,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,1
金岱,4号线,ZZS_1acd4fa835,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
金桢路,6号线,ZZS_f593248d09,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
金水东路,5号线,ZZS_190cc56901,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
金汇桥,6号线,ZZS_012609616a,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
金洼,2号线,ZZS_43a808507b,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
金融岛北,4号线,ZZS_542d10f6f0,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
金融岛南,4号线,ZZS_aa3686fb6d,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
金融岛西,6号线,ZZS_7027bf40e7,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
金达路,2号线,ZZS_4d258fdd50,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
铁炉,14号线|1号线,ZZS_1acdaac4ce,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,2,1,3
银屏路,8号线,ZZS_afbafd2356,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
长安路北,郑许线,ZZS_bbbbcdb24d,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,1
长安路南,郑许线,ZZS_e951174f12,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
陇海东路,2号线,ZZS_a7b91da4c7,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
陇海西路,5号线,ZZS_001bf66fc1,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
陇秀公园,6号线,ZZS_920af7f7b2,,,metroman.cn,https://www.metroman.cn/cities/zhengzhou,2025-12-23,1,0,2
