edge_id,line,u_station_id,v_station_id,u_station_name,v_station_name,u_seq,v_seq,edge_type,is_undirected,weight
E_a01fe52c5607,12号线,ZZS_a9af1749e0,ZZS_dbb2385d18,西周,龙湖北,10,11,track_adjacent,1,1.0
E_79740f85a9d1,14号线,ZZS_1acdaac4ce,ZZS_e37b46cf08,铁炉,市民大道,1,2,track_adjacent,1,1.0
E_1d1ce62f68ae,14号线,ZZS_e37b46cf08,ZZS_f453749a84,市民大道,市委党校,2,3,track_adjacent,1,1.0
E_823de3a50e04,14号线,ZZS_f453749a84,ZZS_5479c586b4,市委党校,奥体中心,3,4,track_adjacent,1,1.0
E_fcd699a176de,14号线,ZZS_5479c586b4,ZZS_311ece53d8,奥体中心,莲湖,4,5,track_adjacent,1,1.0
E_348d1bda7e87,1号线,ZZS_aed2ee7bb7,ZZS_b37a0bcf35,河南工业大学,郑大科技园,1,2,track_adjacent,1,1.0
E_e9986634c29b,1号线,ZZS_b37a0bcf35,ZZS_e4b35b2f4d,郑大科技园,郑州大学,2,3,track_adjacent,1,1.0
E_f48ad9bfbaa5,1号线,ZZS_e4b35b2f4d,ZZS_ae1b2afcad,郑州大学,梧桐街,3,4,track_adjacent,1,1.0
E_a8f8c59cc845,1号线,ZZS_ae1b2afcad,ZZS_52a5a7940c,梧桐街,兰寨,4,5,track_adjacent,1,1.0
E_9a986ac08460,1号线,ZZS_52a5a7940c,ZZS_1acdaac4ce,兰寨,铁炉,5,6,track_adjacent,1,1.0
E_df0970ec55c1,1号线,ZZS_1acdaac4ce,ZZS_d61a964e41,铁炉,市民中心,6,7,track_adjacent,1,1.0
E_96f9654e09c3,1号线,ZZS_d61a964e41,ZZS_e67ffc082e,市民中心,西流湖,7,8,track_adjacent,1,1.0
E_e6b766103c79,1号线,ZZS_e67ffc082e,ZZS_881a48e5bb,西流湖,西三环,8,9,track_adjacent,1,1.0
E_7729d4b892f1,1号线,ZZS_881a48e5bb,ZZS_89f2ce9b1d,西三环,秦岭路,9,10,track_adjacent,1,1.0
E_27d1738f446a,1号线,ZZS_89f2ce9b1d,ZZS_27d32a2e36,秦岭路,五一公园,10,11,track_adjacent,1,1.0
E_7959a84bf084,1号线,ZZS_27d32a2e36,ZZS_00f55fa149,五一公园,碧沙岗,11,12,track_adjacent,1,1.0
E_2e3cebf08ea7,1号线,ZZS_00f55fa149,ZZS_3813354d55,碧沙岗,绿城广场,12,13,track_adjacent,1,1.0
E_409be7164179,1号线,ZZS_3813354d55,ZZS_c9109d3d9f,绿城广场,医学院,13,14,track_adjacent,1,1.0
E_51010b31f6f6,1号线,ZZS_c9109d3d9f,ZZS_90196f31d6,医学院,郑州火车站,14,15,track_adjacent,1,1.0
E_69c157f105fc,1号线,ZZS_90196f31d6,ZZS_0ccbb4888d,郑州火车站,二七广场,15,16,track_adjacent,1,1.0
E_890d0d0bbd92,1号线,ZZS_0ccbb4888d,ZZS_bb3c17098a,二七广场,人民路,16,17,track_adjacent,1,1.0
E_decef4c34e25,1号线,ZZS_bb3c17098a,ZZS_a14df2d44f,人民路,紫荆山,17,18,track_adjacent,1,1.0
E_8012161ed346,1号线,ZZS_a14df2d44f,ZZS_38180914a0,紫荆山,燕庄,18,19,track_adjacent,1,1.0
E_55a8b19127f4,1号线,ZZS_38180914a0,ZZS_ff2a277828,燕庄,民航路,19,20,track_adjacent,1,1.0
E_7cf41c03a0f4,1号线,ZZS_ff2a277828,ZZS_87213b5129,民航路,会展中心,20,21,track_adjacent,1,1.0
E_603fb8b37e23,1号线,ZZS_87213b5129,ZZS_b8d795b006,会展中心,黄河南路,21,22,track_adjacent,1,1.0
E_12c807e073d0,1号线,ZZS_b8d795b006,ZZS_0660d199a6,黄河南路,农业南路,22,23,track_adjacent,1,1.0
E_9fb79ea7ad42,1号线,ZZS_0660d199a6,ZZS_065e638aef,农业南路,东风南路,23,24,track_adjacent,1,1.0
E_c44df40a37d4,1号线,ZZS_065e638aef,ZZS_ff6940526d,东风南路,郑州东站,24,25,track_adjacent,1,1.0
E_53d3df0f87b8,1号线,ZZS_ff6940526d,ZZS_bf7f2bfbd0,郑州东站,博学路,25,26,track_adjacent,1,1.0
E_a35efa904252,1号线,ZZS_bf7f2bfbd0,ZZS_cc61daaced,博学路,市体育中心,26,27,track_adjacent,1,1.0
E_ba163443a38b,1号线,ZZS_cc61daaced,ZZS_b0ac143899,市体育中心,龙子湖,27,28,track_adjacent,1,1.0
E_942eb89393a1,1号线,ZZS_b0ac143899,ZZS_6c89efbe2c,龙子湖,文苑北路,28,29,track_adjacent,1,1.0
E_02dea5f6fc26,1号线,ZZS_6c89efbe2c,ZZS_5d37b2006d,文苑北路,河南大学新区,29,30,track_adjacent,1,1.0
E_016776f51f93,2号线,ZZS_c180efc575,ZZS_72de4f5f66,贾河,惠济区政府,1,2,track_adjacent,1,1.0
E_123b2fb4dfb6,2号线,ZZS_72de4f5f66,ZZS_1a5721a427,惠济区政府,毛庄,2,3,track_adjacent,1,1.0
E_4c5a50bfc3b5,2号线,ZZS_1a5721a427,ZZS_abc078ccd5,毛庄,黄河迎宾馆,3,4,track_adjacent,1,1.0
E_97bf37b45699,2号线,ZZS_abc078ccd5,ZZS_43a808507b,黄河迎宾馆,金洼,4,5,track_adjacent,1,1.0
E_71995a8256e2,2号线,ZZS_43a808507b,ZZS_4d258fdd50,金洼,金达路,5,6,track_adjacent,1,1.0
E_6c73e6cb723d,2号线,ZZS_4d258fdd50,ZZS_6b600b7696,金达路,刘庄,6,7,track_adjacent,1,1.0
E_defa5038b529,2号线,ZZS_6b600b7696,ZZS_bdc2a71da9,刘庄,柳林,7,8,track_adjacent,1,1.0
E_ec3d016770a4,2号线,ZZS_bdc2a71da9,ZZS_90c4ce1eb7,柳林,沙门,8,9,track_adjacent,1,1.0
E_3f9d16c9f9ad,2号线,ZZS_90c4ce1eb7,ZZS_ff256e6634,沙门,北三环,9,10,track_adjacent,1,1.0
E_0ca39700d075,2号线,ZZS_ff256e6634,ZZS_ff491e6fdf,北三环,东风路,10,11,track_adjacent,1,1.0
E_0a0aa03e65c2,2号线,ZZS_ff491e6fdf,ZZS_2bd57be00d,东风路,关虎屯,11,12,track_adjacent,1,1.0
E_30dd4102c661,2号线,ZZS_2bd57be00d,ZZS_7dd13fd23f,关虎屯,黄河路,12,13,track_adjacent,1,1.0
E_3f4cdbabb660,2号线,ZZS_7dd13fd23f,ZZS_a14df2d44f,黄河路,紫荆山,13,14,track_adjacent,1,1.0
E_bab3df1011db,2号线,ZZS_a14df2d44f,ZZS_51e572c7c3,紫荆山,东大街,14,15,track_adjacent,1,1.0
E_305da2c8b562,2号线,ZZS_51e572c7c3,ZZS_a7b91da4c7,东大街,陇海东路,15,16,track_adjacent,1,1.0
E_4ce410275e35,2号线,ZZS_a7b91da4c7,ZZS_93b9249040,陇海东路,二里岗,16,17,track_adjacent,1,1.0
E_3c69fb962236,2号线,ZZS_93b9249040,ZZS_20262a52f0,二里岗,南五里堡,17,18,track_adjacent,1,1.0
E_2232109bf078,2号线,ZZS_20262a52f0,ZZS_9f383e1427,南五里堡,花寨,18,19,track_adjacent,1,1.0
E_5673d992d1cf,2号线,ZZS_9f383e1427,ZZS_02cf3e4cf5,花寨,南三环,19,20,track_adjacent,1,1.0
E_23bfdcd0da81,2号线,ZZS_02cf3e4cf5,ZZS_9660c27c11,南三环,站马屯,20,21,track_adjacent,1,1.0
E_03fd3b0ca8c9,2号线,ZZS_9660c27c11,ZZS_54adf32b6c,站马屯,南四环,21,22,track_adjacent,1,1.0
E_1e1eb5766b7a,3号线,ZZS_6605be2a4e,ZZS_662c95b759,省体育中心,王砦,1,2,track_adjacent,1,1.0
E_3cb37da2c21c,3号线,ZZS_662c95b759,ZZS_9a51a2fe83,王砦,兴隆铺,2,3,track_adjacent,1,1.0
E_008ecae7f174,3号线,ZZS_9a51a2fe83,ZZS_973f67bf8a,兴隆铺,同乐,3,4,track_adjacent,1,1.0
E_759e8b504409,3号线,ZZS_973f67bf8a,ZZS_44eab6c022,同乐,南阳新村,4,5,track_adjacent,1,1.0
E_d1ad41961578,3号线,ZZS_44eab6c022,ZZS_31a002aa03,南阳新村,海滩寺,5,6,track_adjacent,1,1.0
E_77b472c85b1e,3号线,ZZS_31a002aa03,ZZS_c8f4a267a6,海滩寺,大石桥,6,7,track_adjacent,1,1.0
E_f39a1f1a1b63,3号线,ZZS_c8f4a267a6,ZZS_b9cd9992ce,大石桥,人民公园,7,8,track_adjacent,1,1.0
E_f0b272a223e4,3号线,ZZS_b9cd9992ce,ZZS_0ccbb4888d,人民公园,二七广场,8,9,track_adjacent,1,1.0
E_1b80a86ddd7a,3号线,ZZS_0ccbb4888d,ZZS_1371fabdab,二七广场,西大街,9,10,track_adjacent,1,1.0
E_5b9dbf6f0e64,3号线,ZZS_1371fabdab,ZZS_51e572c7c3,西大街,东大街,10,11,track_adjacent,1,1.0
E_9985e29d7bdc,3号线,ZZS_51e572c7c3,ZZS_13fc13c558,东大街,郑州文庙,11,12,track_adjacent,1,1.0
E_3f43dc3f78a3,3号线,ZZS_13fc13c558,ZZS_ba70aa715e,郑州文庙,博览中心,12,13,track_adjacent,1,1.0
E_bfbb68c83f1b,3号线,ZZS_ba70aa715e,ZZS_29284451da,博览中心,凤凰台,13,14,track_adjacent,1,1.0
E_95d981740b7c,3号线,ZZS_29284451da,ZZS_28ee7061d7,凤凰台,东十里铺,14,15,track_adjacent,1,1.0
E_31e44397c710,3号线,ZZS_28ee7061d7,ZZS_6a0a21f658,东十里铺,通泰路,15,16,track_adjacent,1,1.0
E_01b610ce52df,3号线,ZZS_6a0a21f658,ZZS_a9af1749e0,通泰路,西周,16,17,track_adjacent,1,1.0
E_797958771c2e,3号线,ZZS_a9af1749e0,ZZS_25a45ff011,西周,东周,17,18,track_adjacent,1,1.0
E_38c1b30f5432,3号线,ZZS_25a45ff011,ZZS_a3cc0229f4,东周,省骨科医院,18,19,track_adjacent,1,1.0
E_62b16573e92d,3号线,ZZS_a3cc0229f4,ZZS_b5c4192440,省骨科医院,圃田西,19,20,track_adjacent,1,1.0
E_7c5e98a4b0a7,3号线,ZZS_b5c4192440,ZZS_5563728074,圃田西,营岗,20,21,track_adjacent,1,1.0
E_84f8f948158c,3号线,ZZS_5563728074,ZZS_ef6263ba13,营岗,潮河,21,22,track_adjacent,1,1.0
E_b5fc5fca1a53,3号线,ZZS_ef6263ba13,ZZS_c5943bbf34,潮河,滨河新城,22,23,track_adjacent,1,1.0
E_a60aaefdc2bd,3号线,ZZS_c5943bbf34,ZZS_05d97db6f2,滨河新城,司赵,23,24,track_adjacent,1,1.0
E_e0ef99298db2,3号线,ZZS_05d97db6f2,ZZS_e9c14949ec,司赵,滨河新城南,24,25,track_adjacent,1,1.0
E_62002ef440ba,4号线,ZZS_047175b6e2,ZZS_6605be2a4e,老鸦陈,省体育中心,1,2,track_adjacent,1,1.0
E_e8fd20034b0c,4号线,ZZS_6605be2a4e,ZZS_6a9a14f197,省体育中心,北二十里铺,2,3,track_adjacent,1,1.0
E_7254f51d4eaa,4号线,ZZS_6a9a14f197,ZZS_3546d6d127,北二十里铺,丰庆路,3,4,track_adjacent,1,1.0
E_746325807866,4号线,ZZS_3546d6d127,ZZS_eca427650a,丰庆路,张家村,4,5,track_adjacent,1,1.0
E_cfa1ab664aa0,4号线,ZZS_eca427650a,ZZS_548bc6fa98,张家村,陈寨东,5,6,track_adjacent,1,1.0
E_df8d695e59a1,4号线,ZZS_548bc6fa98,ZZS_90c4ce1eb7,陈寨东,沙门,6,7,track_adjacent,1,1.0
E_a965b3eac386,4号线,ZZS_90c4ce1eb7,ZZS_95fb90b688,沙门,杨君刘,7,8,track_adjacent,1,1.0
E_c7494880a4bd,4号线,ZZS_95fb90b688,ZZS_55f9aea406,杨君刘,森林公园北,8,9,track_adjacent,1,1.0
E_018e7143d241,4号线,ZZS_55f9aea406,ZZS_ccf9ac5267,森林公园北,清华附中,9,10,track_adjacent,1,1.0
E_dfa050ad6a64,4号线,ZZS_ccf9ac5267,ZZS_9965eccc39,清华附中,龙湖中环北,10,11,track_adjacent,1,1.0
E_fcc1057c11b7,4号线,ZZS_9965eccc39,ZZS_dbb2385d18,龙湖中环北,龙湖北,11,12,track_adjacent,1,1.0
E_d8bc63b1debb,4号线,ZZS_dbb2385d18,ZZS_542d10f6f0,龙湖北,金融岛北,12,13,track_adjacent,1,1.0
E_d99438477c44,4号线,ZZS_542d10f6f0,ZZS_aa3686fb6d,金融岛北,金融岛南,13,14,track_adjacent,1,1.0
E_ba95e0bd2443,4号线,ZZS_aa3686fb6d,ZZS_25a4eab92b,金融岛南,龙湖南,14,15,track_adjacent,1,1.0
E_35ce031ad63d,4号线,ZZS_25a4eab92b,ZZS_eda0ec6e78,龙湖南,龙湖中环南,15,16,track_adjacent,1,1.0
E_0e30cca9a9b8,4号线,ZZS_eda0ec6e78,ZZS_d86c49fbed,龙湖中环南,农业东路,16,17,track_adjacent,1,1.0
E_7713e2737c59,4号线,ZZS_d86c49fbed,ZZS_1236ed80e3,农业东路,中央商务区,17,18,track_adjacent,1,1.0
E_b4436b3fd1c8,4号线,ZZS_1236ed80e3,ZZS_87213b5129,中央商务区,会展中心,18,19,track_adjacent,1,1.0
E_2e74a720ae5b,4号线,ZZS_87213b5129,ZZS_06c5d1c11c,会展中心,商鼎路,19,20,track_adjacent,1,1.0
E_41502751b56f,4号线,ZZS_06c5d1c11c,ZZS_28ee7061d7,商鼎路,东十里铺,20,21,track_adjacent,1,1.0
E_747ba418ff4d,4号线,ZZS_28ee7061d7,ZZS_90de6fab35,东十里铺,货站街,21,22,track_adjacent,1,1.0
E_cf4045eb91c9,4号线,ZZS_90de6fab35,ZZS_45679e4fc0,货站街,七里河,22,23,track_adjacent,1,1.0
E_7da3f3477d09,4号线,ZZS_45679e4fc0,ZZS_93f56b73b3,七里河,果树所,23,24,track_adjacent,1,1.0
E_5ee567c0c210,4号线,ZZS_93f56b73b3,ZZS_1acd4fa835,果树所,金岱,24,25,track_adjacent,1,1.0
E_ae3fceba2ec0,4号线,ZZS_1acd4fa835,ZZS_1e911360df,金岱,姚庄,25,26,track_adjacent,1,1.0
E_944a4aa9210b,4号线,ZZS_1e911360df,ZZS_184971fb41,姚庄,郎庄,26,27,track_adjacent,1,1.0
E_f228344fc70f,5号线,ZZS_ae7cc361da,ZZS_deb2edc4a2,月季公园,沙口路,1,2,track_adjacent,1,1.0
E_72639a6d8320,5号线,ZZS_deb2edc4a2,ZZS_31a002aa03,沙口路,海滩寺,2,3,track_adjacent,1,1.0
E_9cb907266250,5号线,ZZS_31a002aa03,ZZS_5b6c4f8186,海滩寺,郑州人民医院,3,4,track_adjacent,1,1.0
E_2bae4b6e391f,5号线,ZZS_5b6c4f8186,ZZS_7dd13fd23f,郑州人民医院,黄河路,4,5,track_adjacent,1,1.0
E_e3d6717c91e2,5号线,ZZS_7dd13fd23f,ZZS_9d8185e03c,黄河路,省人民医院,5,6,track_adjacent,1,1.0
E_effee1569072,5号线,ZZS_9d8185e03c,ZZS_cb2e15cfa0,省人民医院,姚砦,6,7,track_adjacent,1,1.0
E_ca452550bac8,5号线,ZZS_cb2e15cfa0,ZZS_3ada9c57dc,姚砦,众意西路,7,8,track_adjacent,1,1.0
E_74ddd94688df,5号线,ZZS_3ada9c57dc,ZZS_1236ed80e3,众意西路,中央商务区,8,9,track_adjacent,1,1.0
E_acb23aca3972,5号线,ZZS_1236ed80e3,ZZS_bd17c52fa6,中央商务区,儿童医院,9,10,track_adjacent,1,1.0
E_faa18da31771,5号线,ZZS_bd17c52fa6,ZZS_386438745b,儿童医院,祭城,10,11,track_adjacent,1,1.0
E_73d57e8ec581,5号线,ZZS_386438745b,ZZS_190cc56901,祭城,金水东路,11,12,track_adjacent,1,1.0
E_0fb131a8e2dd,5号线,ZZS_190cc56901,ZZS_ff6940526d,金水东路,郑州东站,12,13,track_adjacent,1,1.0
E_cc43d59c3686,5号线,ZZS_ff6940526d,ZZS_20dcf363fc,郑州东站,康宁街,13,14,track_adjacent,1,1.0
E_c0574dd362c9,5号线,ZZS_20dcf363fc,ZZS_a3cc0229f4,康宁街,省骨科医院,14,15,track_adjacent,1,1.0
E_ba6279d4f9e8,5号线,ZZS_a3cc0229f4,ZZS_2db8e2eabe,省骨科医院,经北二路,15,16,track_adjacent,1,1.0
E_a51b6a44bf8d,5号线,ZZS_2db8e2eabe,ZZS_c995bf7092,经北二路,经开中心广场,16,17,track_adjacent,1,1.0
E_fdff026e1046,5号线,ZZS_c995bf7092,ZZS_14efbdcc1b,经开中心广场,福塔东,17,18,track_adjacent,1,1.0
E_44adbf7acda8,5号线,ZZS_14efbdcc1b,ZZS_5babce6145,福塔东,中原福塔,18,19,track_adjacent,1,1.0
E_e659816b7003,5号线,ZZS_5babce6145,ZZS_45679e4fc0,中原福塔,七里河,19,20,track_adjacent,1,1.0
E_6955b6a7f299,5号线,ZZS_45679e4fc0,ZZS_f095e9678f,七里河,航海广场,20,21,track_adjacent,1,1.0
E_10228f3a0347,5号线,ZZS_f095e9678f,ZZS_1246e07d02,航海广场,城东南路,21,22,track_adjacent,1,1.0
E_54ca36b569b0,5号线,ZZS_1246e07d02,ZZS_20262a52f0,城东南路,南五里堡,22,23,track_adjacent,1,1.0
E_580d945466c8,5号线,ZZS_20262a52f0,ZZS_f97030e2b9,南五里堡,冯庄,23,24,track_adjacent,1,1.0
E_2c7407446d4b,5号线,ZZS_f97030e2b9,ZZS_4dd2360957,冯庄,京广南路,24,25,track_adjacent,1,1.0
E_49a37b31e947,5号线,ZZS_4dd2360957,ZZS_5dc87121c2,京广南路,市第二人民医院,25,26,track_adjacent,1,1.0
E_7478a83a7550,5号线,ZZS_5dc87121c2,ZZS_9a26907088,市第二人民医院,齐礼阎,26,27,track_adjacent,1,1.0
E_4792b70f4d36,5号线,ZZS_9a26907088,ZZS_c94675c30b,齐礼阎,后河芦,27,28,track_adjacent,1,1.0
E_8b6f0332c874,5号线,ZZS_c94675c30b,ZZS_c720567666,后河芦,桐淮,28,29,track_adjacent,1,1.0
E_9b77b22f91e5,5号线,ZZS_c720567666,ZZS_001bf66fc1,桐淮,陇海西路,29,30,track_adjacent,1,1.0
E_c50e74b1d128,5号线,ZZS_001bf66fc1,ZZS_136c32a256,陇海西路,市中心医院,30,31,track_adjacent,1,1.0
E_a61a94bf31fb,5号线,ZZS_136c32a256,ZZS_27d32a2e36,市中心医院,五一公园,31,32,track_adjacent,1,1.0
E_afd97b643f00,6号线,ZZS_2f6e9b8cad,ZZS_eab04601b0,贾峪,洞林湖,1,2,track_adjacent,1,1.0
E_fbc40a293525,6号线,ZZS_eab04601b0,ZZS_77acb25c9b,洞林湖,洞林寺,2,3,track_adjacent,1,1.0
E_71fc4ffecb20,6号线,ZZS_77acb25c9b,ZZS_e6a9c90243,洞林寺,安宁路,3,4,track_adjacent,1,1.0
E_c1ed81e167a3,6号线,ZZS_e6a9c90243,ZZS_485552a0e0,安宁路,马寨,4,5,track_adjacent,1,1.0
E_92846382ac53,6号线,ZZS_485552a0e0,ZZS_be7c73e65a,马寨,河南建院,5,6,track_adjacent,1,1.0
E_07050723ca11,6号线,ZZS_be7c73e65a,ZZS_f593248d09,河南建院,金桢路,6,7,track_adjacent,1,1.0
E_c2b7bd65f4be,6号线,ZZS_f593248d09,ZZS_7af1d05702,金桢路,奥体中心西,7,8,track_adjacent,1,1.0
E_ea759e5890f5,6号线,ZZS_7af1d05702,ZZS_5479c586b4,奥体中心西,奥体中心,8,9,track_adjacent,1,1.0
E_bd90ad2e5642,6号线,ZZS_5479c586b4,ZZS_9e03ca5f4c,奥体中心,常庄,9,10,track_adjacent,1,1.0
E_199f511d1bfc,6号线,ZZS_9e03ca5f4c,ZZS_5d10963dfa,常庄,冯湾,10,11,track_adjacent,1,1.0
E_64fd117bd67a,6号线,ZZS_5d10963dfa,ZZS_c684a04cd3,冯湾,李江沟,11,12,track_adjacent,1,1.0
E_b09d1ee46cb1,6号线,ZZS_c684a04cd3,ZZS_5d76a54f7e,李江沟,卧龙岗,12,13,track_adjacent,1,1.0
E_245b58faca77,6号线,ZZS_5d76a54f7e,ZZS_c720567666,卧龙岗,桐淮,13,14,track_adjacent,1,1.0
E_31c283303bd8,6号线,ZZS_c720567666,ZZS_d657129917,桐淮,嵩淮,14,15,track_adjacent,1,1.0
E_6151b806666b,6号线,ZZS_d657129917,ZZS_388ac52a0a,嵩淮,大学中路,15,16,track_adjacent,1,1.0
E_a25884a78644,6号线,ZZS_388ac52a0a,ZZS_20d2a84fd8,大学中路,火车头体育场,16,17,track_adjacent,1,1.0
E_9eb1508d453e,6号线,ZZS_20d2a84fd8,ZZS_920af7f7b2,火车头体育场,陇秀公园,17,18,track_adjacent,1,1.0
E_02e52be48124,6号线,ZZS_920af7f7b2,ZZS_93b9249040,陇秀公园,二里岗,18,19,track_adjacent,1,1.0
E_1275644af101,6号线,ZZS_93b9249040,ZZS_50d016b586,二里岗,二里岗东,19,20,track_adjacent,1,1.0
E_ef030573bc27,6号线,ZZS_50d016b586,ZZS_fab270f5e2,二里岗东,凤凰台南,20,21,track_adjacent,1,1.0
E_42d2bb63cec9,6号线,ZZS_fab270f5e2,ZZS_ba70aa715e,凤凰台南,博览中心,21,22,track_adjacent,1,1.0
E_20e1f70d9502,6号线,ZZS_ba70aa715e,ZZS_38180914a0,博览中心,燕庄,22,23,track_adjacent,1,1.0
E_5f506944286d,6号线,ZZS_38180914a0,ZZS_cb2e15cfa0,燕庄,姚砦,23,24,track_adjacent,1,1.0
E_a68b460ee65d,6号线,ZZS_cb2e15cfa0,ZZS_012609616a,姚砦,金汇桥,24,25,track_adjacent,1,1.0
E_634908208ade,6号线,ZZS_012609616a,ZZS_1f9e3949c9,金汇桥,小营,25,26,track_adjacent,1,1.0
E_2db79231eeeb,6号线,ZZS_1f9e3949c9,ZZS_7027bf40e7,小营,金融岛西,26,27,track_adjacent,1,1.0
E_d5e6ba615a26,6号线,ZZS_7027bf40e7,ZZS_ccf9ac5267,金融岛西,清华附中,27,28,track_adjacent,1,1.0
E_e56b425f5f7d,7号线,ZZS_017f9f7875,ZZS_abc078ccd5,东赵,黄河迎宾馆,1,2,track_adjacent,1,1.0
E_a750c2ce08a3,7号线,ZZS_abc078ccd5,ZZS_05baea497e,黄河迎宾馆,北大学城,2,3,track_adjacent,1,1.0
E_a87cfb164a32,7号线,ZZS_05baea497e,ZZS_acc81fc7cf,北大学城,刘李寺,3,4,track_adjacent,1,1.0
E_9726c2e3f2a5,7号线,ZZS_acc81fc7cf,ZZS_eca427650a,刘李寺,张家村,4,5,track_adjacent,1,1.0
E_5e3237f3b93b,7号线,ZZS_eca427650a,ZZS_d8521d5c3b,张家村,陈寨,5,6,track_adjacent,1,1.0
E_aa6e1972ef72,7号线,ZZS_d8521d5c3b,ZZS_d86aaedd03,陈寨,白庙,6,7,track_adjacent,1,1.0
E_7bcbcc464c20,7号线,ZZS_d86aaedd03,ZZS_21cd47bbd9,白庙,农业大学,7,8,track_adjacent,1,1.0
E_2f4ac2520b55,7号线,ZZS_21cd47bbd9,ZZS_5b6c4f8186,农业大学,郑州人民医院,8,9,track_adjacent,1,1.0
E_badb13e1e059,7号线,ZZS_5b6c4f8186,ZZS_c8f4a267a6,郑州人民医院,大石桥,9,10,track_adjacent,1,1.0
E_b20b21aff29f,7号线,ZZS_c8f4a267a6,ZZS_7cc440f48e,大石桥,郑大一附院,10,11,track_adjacent,1,1.0
E_e3de35d781bd,7号线,ZZS_7cc440f48e,ZZS_c9109d3d9f,郑大一附院,医学院,11,12,track_adjacent,1,1.0
E_c6944fc72264,7号线,ZZS_c9109d3d9f,ZZS_5649ff9c65,医学院,市骨科医院,12,13,track_adjacent,1,1.0
E_32afc49dfc00,7号线,ZZS_5649ff9c65,ZZS_388ac52a0a,市骨科医院,大学中路,13,14,track_adjacent,1,1.0
E_0d5532266883,7号线,ZZS_388ac52a0a,ZZS_5dc87121c2,大学中路,市第二人民医院,14,15,track_adjacent,1,1.0
E_e17c4998d8db,7号线,ZZS_5dc87121c2,ZZS_96226bcc6f,市第二人民医院,王胡寨,15,16,track_adjacent,1,1.0
E_edcc2f853c7f,7号线,ZZS_96226bcc6f,ZZS_d5ccc1f8fe,王胡寨,李江路,16,17,track_adjacent,1,1.0
E_436b4f21e65d,7号线,ZZS_d5ccc1f8fe,ZZS_e93055a2d4,李江路,京广路,17,18,track_adjacent,1,1.0
E_91fff7f33f62,7号线,ZZS_e93055a2d4,ZZS_8a189aa278,京广路,南环公园,18,19,track_adjacent,1,1.0
E_7c746108c1e9,7号线,ZZS_8a189aa278,ZZS_6cce175bd4,南环公园,南岗刘,19,20,track_adjacent,1,1.0
E_b77fdde12c0c,8号线,ZZS_2696ac305b,ZZS_d9b30933bc,天健湖,轻工业大学,1,2,track_adjacent,1,1.0
