doc_id,spatial_scope,line_mentions,label_name,severity,n_explicit_station_links,n_propagated_station_links
ZZM_CN_dcce0c285fd0,network_or_unknown,,normal_info,0,0,0
ZZM_CN_b1e75441fb4e,station,,facility_equipment,0,1,0
ZZM_CN_9f62368bf1c8,network_or_unknown,,normal_info,0,0,0
ZZM_CN_5c51dd75edd3,network_or_unknown,,normal_info,3,0,0
ZZM_CN_5cc52371cfbd,station,3号线,normal_info,0,4,21
ZZM_CN_af648fa3403c,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a491cde6be3e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0953d1fa6b10,station,,normal_info,0,1,0
ZZM_CN_15fa2ea09641,network_or_unknown,,normal_info,0,0,0
ZZM_CN_1bcb6ef33930,line,4号线,normal_info,0,0,27
ZZM_CN_c75aea5d0813,station,3号线|4号线,normal_info,0,2,49
ZZM_CN_076655d5e202,line,1号线,normal_info,0,0,30
ZZM_CN_6da6451acfdc,station,4号线,normal_info,0,1,26
ZZM_CN_71bfba29eb4e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_662a5a361bc3,line,4号线,normal_info,0,0,27
ZZM_CN_2a92d44dc4de,network_or_unknown,,normal_info,0,0,0
ZZM_CN_bc0b0b87d12b,line,4号线,normal_info,0,0,27
ZZM_CN_8a913141949e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_36e61f45c1a3,station,3号线,normal_info,0,4,21
ZZM_CN_d8f3bdf029af,network_or_unknown,,normal_info,0,0,0
ZZM_CN_44e8ce6d21dd,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0ea730786f9d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_88c25e5c1d1a,network_or_unknown,,normal_info,0,0,0
ZZM_CN_c0073a331a1d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_8468a7e52176,network_or_unknown,,normal_info,0,0,0
ZZM_CN_4f2512ab2f58,line,4号线,normal_info,0,0,27
ZZM_CN_65f38c453e50,network_or_unknown,,normal_info,0,0,0
ZZM_CN_222789e4170d,network_or_unknown,,facility_equipment,0,0,0
ZZM_CN_a8aaffad845c,network_or_unknown,,normal_info,0,0,0
ZZM_CN_eb75605be7a5,line,3号线,normal_info,0,0,25
ZZM_CN_26eac1f7adec,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a4798fa54b5e,line,1号线,normal_info,0,0,30
ZZM_CN_3d37c0a647f4,network_or_unknown,,normal_info,0,0,0
ZZM_CN_4b22f0a3afa1,station,5号线,facility_equipment,0,1,31
ZZM_CN_bc6730deaae4,station,,normal_info,0,1,0
ZZM_CN_faadb37e8208,station,6号线,normal_info,0,1,27
ZZM_CN_f31c2a91671d,station,5号线,normal_info,0,1,31
ZZM_CN_2f388366e95b,network_or_unknown,,normal_info,0,0,0
ZZM_CN_b195bfca73a5,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a941a5998e9d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0a7fdc06a68a,network_or_unknown,,normal_info,0,0,0
ZZM_CN_563e6dc17fbe,network_or_unknown,,normal_info,0,0,0
ZZM_CN_af75d5a7e3fe,network_or_unknown,,normal_info,0,0,0
ZZM_CN_f19901c50fdc,network_or_unknown,,crowd_weather_external,0,0,0
ZZM_CN_1d9345528065,network_or_unknown,,normal_info,0,0,0
ZZM_CN_9008667fc6d4,network_or_unknown,,normal_info,0,0,0
ZZM_CN_9b0309bd8c69,network_or_unknown,,normal_info,0,0,0
ZZM_CN_bd9e3dab3de7,network_or_unknown,,normal_info,0,0,0
ZZM_CN_cee011d16c25,network_or_unknown,,crowd_weather_external,0,0,0
ZZM_CN_ae1cfc48eea7,network_or_unknown,,crowd_weather_external,1,0,0
ZZM_CN_5c1eb182cb8f,network_or_unknown,,service_disruption,0,0,0
ZZM_CN_22400b45f560,network_or_unknown,,crowd_weather_external,3,0,0
ZZM_CN_b00240119a4b,network_or_unknown,,crowd_weather_external,0,0,0
ZZM_CN_e46b873acf3e,network_or_unknown,,crowd_weather_external,1,0,0
ZZM_CN_0088fda60f46,network_or_unknown,,crowd_weather_external,0,0,0
ZZM_CN_8116848bd5c3,station,,crowd_weather_external,0,2,0
ZZM_CN_f0f19d3cb501,network_or_unknown,,crowd_weather_external,1,0,0
ZZM_CN_945edee766a6,network_or_unknown,,crowd_weather_external,0,0,0
ZZM_CN_edd4fd480b0f,network_or_unknown,,crowd_weather_external,0,0,0
ZZM_CN_2d33a6d1fa3a,network_or_unknown,,crowd_weather_external,0,0,0
ZZM_CN_2930b1978683,network_or_unknown,,safety_emergency,2,0,0
ZZM_CN_1cdb54114087,network_or_unknown,,normal_info,0,0,0
ZZM_CN_bd9cfb6ffb0f,network_or_unknown,,safety_emergency,2,0,0
ZZM_CN_d623c160dfd3,network_or_unknown,,crowd_weather_external,0,0,0
ZZM_CN_ff617ff2fb4d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_9c141dab644f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_67aad10f0af4,line,2号线,normal_info,0,0,22
ZZM_CN_917044fcdb77,line,1号线|2号线|4号线|5号线|14号线,normal_info,3,0,106
ZZM_CN_14c4f2feb95d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_b5952a62ec38,network_or_unknown,,normal_info,0,0,0
ZZM_CN_2c2e8cdd0557,network_or_unknown,,facility_equipment,0,0,0
ZZM_CN_e8a8ca2548a3,network_or_unknown,,normal_info,0,0,0
ZZM_CN_3dfe9b97bd2c,network_or_unknown,,normal_info,0,0,0
ZZM_CN_98a2dd8022d8,network_or_unknown,,normal_info,0,0,0
ZZM_CN_c475e08d6544,network_or_unknown,,normal_info,0,0,0
ZZM_CN_b59ca8803059,network_or_unknown,,normal_info,0,0,0
ZZM_CN_210e464e425d,station,1号线,normal_info,0,1,29
ZZM_CN_c5f90a8b3502,station,5号线,normal_info,0,1,32
ZZM_CN_31b42723ec71,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a7ca2fa50671,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0905cc8c03e7,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0175c6a6954b,network_or_unknown,,normal_info,0,0,0
ZZM_CN_46e62b7430e7,network_or_unknown,,normal_info,0,0,0
ZZM_CN_cef069acd73f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_418beb344e7b,network_or_unknown,,normal_info,0,0,0
ZZM_CN_b64e71647100,network_or_unknown,,normal_info,0,0,0
ZZM_CN_1935fc2f6d51,network_or_unknown,,normal_info,0,0,0
ZZM_CN_268cadf7806c,network_or_unknown,,normal_info,0,0,0
ZZM_CN_3ec71b204f46,network_or_unknown,,normal_info,0,0,0
ZZM_CN_6d7e20633a2d,line,1号线,normal_info,0,0,30
ZZM_CN_b7d905c9bada,line,1号线|2号线|4号线|5号线|14号线|城郊线,normal_info,0,0,123
ZZM_CN_9c3eb62b7598,network_or_unknown,,normal_info,0,0,0
ZZM_CN_d17c9f4f39c5,network_or_unknown,,facility_equipment,0,0,0
ZZM_CN_a9fcbea4db5a,station,,normal_info,0,1,0
ZZM_CN_5bb5a5996f09,network_or_unknown,,normal_info,0,0,0
ZZM_CN_04242fa7b616,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a6d9e402d847,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0ec751c70f57,station,2号线,normal_info,3,1,22
ZZM_CN_49c01edff005,station,1号线|4号线|14号线,normal_info,0,1,59
ZZM_CN_79debf759787,station,,normal_info,3,1,0
ZZM_CN_0d0e73126912,station,,normal_info,0,1,0
ZZM_CN_3a74826b1612,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a960a1b3b0ca,line,4号线|14号线,normal_info,0,0,32
ZZM_CN_dc24f863af9f,network_or_unknown,,normal_info,0,0,0
ZZM_CN_98534757b4a4,network_or_unknown,,normal_info,0,0,0
ZZM_CN_bd3cb87cf4dd,network_or_unknown,,normal_info,0,0,0
ZZM_CN_24bb206eacfa,network_or_unknown,,crowd_weather_external,1,0,0
ZZM_CN_dfac5263b19a,line,1号线,normal_info,0,0,30
ZZM_CN_ff728f4b7af5,network_or_unknown,,normal_info,0,0,0
ZZM_CN_bdb256731aa3,network_or_unknown,,normal_info,0,0,0
ZZM_CN_e3156623da03,network_or_unknown,,normal_info,1,0,0
ZZM_CN_c7b33e2f561c,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a2841ee398d9,network_or_unknown,,crowd_weather_external,0,0,0
ZZM_CN_98a1d196f80c,network_or_unknown,,normal_info,0,0,0
ZZM_CN_1f15b102a8f3,station,,normal_info,0,1,0
ZZM_CN_a39565d898eb,network_or_unknown,,normal_info,0,0,0
ZZM_CN_e04630be5fb9,network_or_unknown,,normal_info,0,0,0
ZZM_CN_e98d37484967,line,1号线,normal_info,0,0,30
ZZM_CN_c97f3841206a,network_or_unknown,,normal_info,0,0,0
ZZM_CN_1ebe8fdc3399,station,,normal_info,0,1,0
ZZM_CN_8bf9df5700b0,network_or_unknown,,normal_info,0,0,0
ZZM_CN_db97f5404f3a,network_or_unknown,,normal_info,0,0,0
ZZM_CN_03760cac1ecb,network_or_unknown,,normal_info,0,0,0
ZZM_CN_23b09d1b11fb,network_or_unknown,,normal_info,0,0,0
ZZM_CN_91db0e460c15,station,,normal_info,0,1,0
ZZM_CN_6c67df5df95b,network_or_unknown,,normal_info,0,0,0
ZZM_CN_2adec2397133,network_or_unknown,,safety_emergency,3,0,0
ZZM_CN_5506de6d3030,station,5号线,normal_info,0,1,31
ZZM_CN_a8051beaffc4,network_or_unknown,,normal_info,0,0,0
ZZM_CN_e0498ec422a4,line,1号线,normal_info,0,0,30
ZZM_CN_cfde300f9b6d,station,5号线,normal_info,0,1,31
ZZM_CN_866a6d9df8e0,station,5号线,normal_info,0,7,25
ZZM_CN_50d072a91bc2,network_or_unknown,,normal_info,0,0,0
ZZM_CN_fcf13ca392c2,station,1号线,normal_info,0,2,28
ZZM_CN_928462ff6fb9,network_or_unknown,,normal_info,0,0,0
ZZM_CN_14715bd19a41,line,6号线,normal_info,0,0,28
ZZM_CN_ab3928ed67b0,network_or_unknown,,normal_info,0,0,0
ZZM_CN_d42ac53e438f,line,1号线|2号线|城郊线,normal_info,0,0,68
ZZM_CN_dcffdbc04060,line,4号线,safety_emergency,2,0,27
ZZM_CN_848647847dd9,line,4号线,service_disruption,2,0,27
ZZM_CN_2f093d09f236,line,4号线,safety_emergency,2,0,27
ZZM_CN_5fb24850f3cc,network_or_unknown,,normal_info,0,0,0
ZZM_CN_d3dd4bb398fc,network_or_unknown,,normal_info,0,0,0
ZZM_CN_687e78f46be0,network_or_unknown,,normal_info,0,0,0
ZZM_CN_91c31a244c37,network_or_unknown,,normal_info,0,0,0
ZZM_CN_1b9cb603858e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_ac09056814c0,network_or_unknown,,normal_info,0,0,0
ZZM_CN_499a5a3efb7d,station,5号线,normal_info,0,1,31
ZZM_CN_e7a2c6679b75,network_or_unknown,,normal_info,0,0,0
ZZM_CN_d2dcfc35406b,network_or_unknown,,normal_info,0,0,0
ZZM_CN_74fc7a84a31b,station,,normal_info,0,1,0
ZZM_CN_288a80a634aa,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0daf3cf387ca,network_or_unknown,,normal_info,3,0,0
ZZM_CN_48ec70daff13,network_or_unknown,,normal_info,0,0,0
ZZM_CN_b6b510eb853d,station,,facility_equipment,0,1,0
ZZM_CN_f96da1a3e4f8,network_or_unknown,,normal_info,0,0,0
ZZM_CN_22a15e4c38b5,network_or_unknown,,normal_info,0,0,0
ZZM_CN_6c8eba0aa2fa,network_or_unknown,,normal_info,0,0,0
ZZM_CN_19019b35efb3,network_or_unknown,,normal_info,0,0,0
ZZM_CN_30c78138cc35,station,1号线,normal_info,0,2,28
ZZM_CN_e6ec7e52d8c0,network_or_unknown,,normal_info,0,0,0
ZZM_CN_fbb5a1454352,network_or_unknown,,safety_emergency,2,0,0
ZZM_CN_3e3f1830a219,network_or_unknown,,normal_info,0,0,0
ZZM_CN_b4db137cf98b,network_or_unknown,,normal_info,0,0,0
ZZM_CN_411b07097c7b,network_or_unknown,,normal_info,0,0,0
ZZM_CN_eb06677e8fbf,network_or_unknown,,normal_info,0,0,0
ZZM_CN_d74a18aced24,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a22421bb7137,network_or_unknown,,normal_info,0,0,0
ZZM_CN_16599056ad5d,station,,normal_info,0,1,0
ZZM_CN_f94cee5028c4,network_or_unknown,,normal_info,0,0,0
ZZM_CN_c514a5f68a55,network_or_unknown,,normal_info,0,0,0
ZZM_CN_839c0e7ba576,network_or_unknown,,normal_info,0,0,0
ZZM_CN_3aeefabc53f0,network_or_unknown,,normal_info,0,0,0
ZZM_CN_5210bacb756d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_d00445c6496e,station,5号线,normal_info,0,1,31
ZZM_CN_bd420ad9759c,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0b3476c5a64e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_027f4908eb85,network_or_unknown,,normal_info,0,0,0
ZZM_CN_5eae6e6cc91d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_33b1f3d7d08e,station,5号线,normal_info,0,1,31
ZZM_CN_9e7e88412d37,station,5号线,normal_info,0,1,31
ZZM_CN_7a07e1baddfd,station,,normal_info,0,1,0
ZZM_CN_662d0ac7586a,network_or_unknown,,normal_info,0,0,0
ZZM_CN_6f5acc99b683,station,,normal_info,0,1,0
ZZM_CN_5ab4f4c56965,station,,normal_info,0,1,0
ZZM_CN_60617da459b7,line,5号线,normal_info,0,0,32
ZZM_CN_fa257d2141b9,line,5号线,normal_info,0,0,32
ZZM_CN_d914df79b6d6,network_or_unknown,,normal_info,0,0,0
ZZM_CN_855db4245730,network_or_unknown,,normal_info,0,0,0
ZZM_CN_b1a5c2140433,station,1号线,normal_info,0,1,29
ZZM_CN_e8b8dda41248,network_or_unknown,,normal_info,0,0,0
ZZM_CN_754380a04c07,station,1号线,normal_info,0,2,29
ZZM_CN_248895c74d2c,network_or_unknown,,normal_info,0,0,0
ZZM_CN_a3d0d8e20925,network_or_unknown,,facility_equipment,1,0,0
ZZM_CN_47ce6e268396,network_or_unknown,,normal_info,0,0,0
ZZM_CN_dda70e0f5707,network_or_unknown,,normal_info,0,0,0
ZZM_CN_5b9062f9249d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0625bad26e9a,line,4号线,normal_info,0,0,27
ZZM_CN_0afe632c212e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_9e2b6d07131e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_14cdf88ae0bd,station,,normal_info,0,1,0
ZZM_CN_73bc8dcb7aae,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0af16ef0d6e4,network_or_unknown,,normal_info,0,0,0
ZZM_CN_4d0062cd6a52,network_or_unknown,,normal_info,0,0,0
ZZM_CN_7544c2965262,network_or_unknown,,facility_equipment,0,0,0
ZZM_CN_b4a2df603673,network_or_unknown,,normal_info,0,0,0
ZZM_CN_05898810f2b8,line,4号线,normal_info,0,0,27
ZZM_CN_f133ce5b57a5,network_or_unknown,,normal_info,0,0,0
ZZM_CN_55b03cd9344c,network_or_unknown,,normal_info,0,0,0
ZZM_CN_73b992cf8665,network_or_unknown,,normal_info,0,0,0
ZZM_CN_6fbcf58ee648,network_or_unknown,,normal_info,0,0,0
ZZM_CN_ba571e458694,network_or_unknown,,normal_info,0,0,0
ZZM_CN_0de349f460a7,network_or_unknown,,normal_info,0,0,0
ZZM_CN_1f98260ded24,line,3号线,normal_info,0,0,25
ZZM_CN_cbdd956fd47d,network_or_unknown,,safety_emergency,3,0,0
ZZM_CN_b2c410e576ce,network_or_unknown,,safety_emergency,3,0,0
ZZM_CN_2df45ad8527d,network_or_unknown,,normal_info,0,0,0
ZZM_CN_8c061f918c50,network_or_unknown,,normal_info,0,0,0
ZZM_CN_aa667b103b24,line,5号线,normal_info,0,0,32
ZZM_CN_46e99c170f81,network_or_unknown,,normal_info,0,0,0
ZZM_CN_c99ac0fb4c4f,station,,normal_info,0,1,0
ZZM_CN_7884598c360c,station,3号线,service_disruption,0,1,25
ZZM_CN_2805a1bdd485,network_or_unknown,,normal_info,0,0,0
ZZM_CN_d69d41180df1,network_or_unknown,,normal_info,0,0,0
ZZM_CN_67dbbdc40f22,network_or_unknown,,normal_info,0,0,0
ZZM_CN_027d3f529db0,network_or_unknown,,facility_equipment,0,0,0
ZZM_CN_7c04a5094d95,station,1号线,normal_info,0,1,29
ZZM_CN_ade2651577b4,network_or_unknown,,normal_info,0,0,0
ZZM_CN_7a94c7a55e72,network_or_unknown,,normal_info,0,0,0
ZZM_CN_1721f9c33bd9,network_or_unknown,,normal_info,0,0,0
ZZM_CN_bb8be4518f19,network_or_unknown,,normal_info,0,0,0
ZZM_CN_87fdf35699f4,network_or_unknown,,normal_info,0,0,0
ZZM_CN_3934b80da142,line,1号线,normal_info,0,0,30
ZZM_CN_fcc970c2d26e,network_or_unknown,,normal_info,0,0,0
ZZM_CN_3d51218070d8,network_or_unknown,,normal_info,0,0,0
ZZM_CN_4f5d4a444cf9,network_or_unknown,,normal_info,0,0,0
ZZM_CN_8982525a4f13,network_or_unknown,,normal_info,0,0,0
